學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,110,化學,11,未分類,"11. 下列分子其碳8、碳9、碳11、碳13、碳14 及碳17 的絕對組態為何? (A) 8S, 9R, 11R, 13S, 14S, 17S (B) 8R, 9S, 11S, 13S, 14S, 17S (C) 8R, 9S, 11R, 13S, 14S, 17S (D) 8S, 9R, 11S, 13S, 14S, 17S",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q011\CMU_110_chem_q011_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,12,未分類,"12. 下列反應何者不會產生二氧化碳? (A) (B) O O Br2 H2 NH2 NaOH, H2O N OBn Pd/C H (C) (D) O O O 1. Ag2O, H2O NaOH OH 2. Br2,  H H2O",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q012\CMU_110_chem_q012_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,13,未分類,13. 下列分子或離子何者為順磁性(paramagnetic)? (A) O22- (B) B2 (C) N2 (D) NO+,A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q013\CMU_110_chem_q013_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,14,未分類,14. 下列反應何者可以得到預期產物? (A) (B) Cl Cl Br2 FeBr3 NO2 Br NO2 (C) O O (D) Br Br2 Br H3O+,B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q014\CMU_110_chem_q014_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,15,酸鹼/溶液,"15. 依據下列反應,將40.0 毫升0.5 M 硫酸溶液與25.0 毫升0.2 M 氫氧化鉀溶液混合後所產 生的熱量為多少? H2SO4(aq) + 2KOH(aq)  K2SO4(aq) + 2H2O(l) H° = –112 kJ/mol (A) –0.28 kJ (B) –0.56 kJ (C) –2.24 kJ (D) –112 kJ",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q015\CMU_110_chem_q015_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,16,未分類,"16. 反應物A 進行零級(zero-order)反應,其積分速率定律式(integrated rate law)為何? (A) (B) (C) (D) [A] = kt [A]0 – [A] = kt",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q016\CMU_110_chem_q016_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,17,未分類,"17. 反應A + B → C + D 其ΔH°及ΔS°分別為+40 kJ/mol 及+50 J/mol∙K,則此反應在標準狀態 下,下列敘述何者正確? (A) 10 K 以下為自發性反應 (B) 反應在10K 至800 K 為自發性反應 (C) 800 K 以上為自發性反應 (D) 任何溫度下都為自發性反應",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q017\CMU_110_chem_q017_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,18,未分類,"18. 下列四種分子,鍵角大小由大到小的順序何者正確? (I) NH3 (II) H2S (III) O3 (IV) H2O (A) I > III > II > IV (B) II > I > III > IV (C) II > III > I > IV (D) III > I > IV > II",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q018\CMU_110_chem_q018_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,19,未分類,"19. 將氖氣置於具有可移動活塞的容器中(假設活塞重量及摩擦力皆可忽略),定壓下當氣體溫 度從20.0 °C 上升至40.0 °C 時,此時氖氣的密度變化為何? (A) 降低少於10% (B) 降低大於10% (C) 增加少於10% (D) 增加大於10%",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q019\CMU_110_chem_q019_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,20,未分類,"20. 假如金屬X 是比金屬Y 強的還原劑,則下列敘述何者正確? (A) X+是比Y+強的氧化劑 (B) X+是比Y+強的還原劑 (C) Y+是比X+強的還原劑 (D) Y+是比X+強的氧化劑",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q020\CMU_110_chem_q020_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,21,未分類,"21. 當氫原子中的激發電子從n = 5 能階下降到n = 2 能階時,所放出光的波長是多少? (A) 4.34 × 10–7 m (B) 5.12× 10–7 m (C) 5.82 × 10–7 m (D) 6.50 × 10–7 m",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q021\CMU_110_chem_q021_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,22,酸鹼/溶液,22. 氫氧化鎂(Ksp = 8.9 × 10–12)在1.0 公升pH = 10.0 的緩衝溶液中之溶解度為何?(假設緩衝溶 液的緩衝能力極大) (A) 8.9 × 10–8 mol (B) 8.9 × 10–4 mol (C) 8.9 × 10–2 mol (D) 8.9 × 108 mol,C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q022\CMU_110_chem_q022_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,23,酸鹼/溶液,"23. 塩類AgX 與AgY 對水具有相似的溶解度,但AgX 比AgY 容易溶於酸,請問HX 與HY 酸性大小的關係為何? (A) HX 較HY 的酸性小 (B) HX 較HY 的酸性大 (C) HX 與HY 的酸性相同 (D) HX 與HY 的酸性大小無法判斷",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q023\CMU_110_chem_q023_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,24,未分類,"24. 當XCl5 -離子形狀為正四方角錐形(square pyramidal)時,則X 可能為下列何種原子? (A) O (B) P (C) S (D) Xe",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q024\CMU_110_chem_q024_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,25,未分類,"25. 假如氫原子的游離能為1.31 × 106 J/mol,則He+的游離能為多少? (A) 6.55 × 105 J/mol (B) 1.31 × 106 J/mol (C) 2.62 × 106 J/mol (D) 5.24 × 106 J/mol",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q025\CMU_110_chem_q025_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,26,未分類,"26. 鎂金屬具有面心(face-centered)立方晶格,晶格的邊長為4.80 Å,其密度為1.738 g/cm3,則 其原子半徑為何? (A) 3.42 Å (B) 2.15 Å (C) 1.70 Å (D) 1.26 Å",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q026\CMU_110_chem_q026_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,27,未分類,"27. 一杯含有Ag+、Pb2+、Ni2+三種金屬離子的水溶液中,若要以三種NaCl、Na2SO4、Na2S 稀 釋水溶液將三種金屬離子有效地分離,則三種稀釋水溶液加入的順序為何? (A) Na2SO4、NaCl、Na2S (B) Na2S、NaCl、Na2SO4 (C) NaCl、Na2S、Na2SO4 (D) NaCl、Na2SO4、Na2S",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q027\CMU_110_chem_q027_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,28,未分類,"28. 將方糖(C12H22O11)與食鹽(NaCl)莫耳數比為1:2 的混合物18.36 g 溶於100 g 的水中,計 算此水溶液的凝固點為多少? (水的Kb = 0.512 °C/m,Kf = 1.86 °C/m) (A) 3.72 °C (B) 1.02 °C (C) -2.23 °C (D) -3.72 °C",C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q028\CMU_110_chem_q028_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,29,未分類,29. 錯合物 [Co(H2O)6]2+ 有幾個不成對電子? (A) 0 (B) 1 (C) 2 (D) 3,D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q029\CMU_110_chem_q029_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,30,未分類,"30. 利用下列化學鍵的鍵能,計算化學反應H2O2 + CH3OH  H2CO + 2H2O 的反應焓(H)。 C–C 347 kJ/mol C–H 413 kJ/mol C=C 614 kJ/mol O–H 463 kJ/mol C–O 358 kJ/mol O–O 146 kJ/mol C=O 745 kJ/mol (A) -291 kJ (B) -145 kJ (C) +145 kJ (D) +291 kJ",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q030\CMU_110_chem_q030_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,31,未分類,"31. 某化合物A 進行如右所示的反應:A(s)  A(l)。此反應的H° = 8.8 kJ/mol,S° = 36.4 J/mol∙K,計算A 的熔點。 (A) -242 °C (B) -31 °C (C) 31 °C (D) 242 °C",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q031\CMU_110_chem_q031_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,32,未分類,"32. 將NH4NO3(s)置於一真空容器內,加熱使其進行分解反應如下: NH4NO3(s) N2O(g) + 2H2O(g) 此反應在500 °C 達平衡時,發現容器內氣體總壓力為2.25 大氣壓,計算其Kp。 (A) 45.6 (B) 5.06 (C) 2.25 (D) 1.69",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q032\CMU_110_chem_q032_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,33,未分類,"33. 某元素X 可形成A、B、C 三種氣態化合物。在1 大氣壓下,三種氣態化合物的數據如下: 化合物 密度 溫度 X的含量 A 1.869 g/L 27 °C 69.6% B 2.316 g/L 127 °C 63.2% C 2.925 g/L 177 °C 74.1% 元素X 為何? (A) C (B) N (C) O (D) F",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q033\CMU_110_chem_q033_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,34,未分類,34. 下面哪一個物質的鍵能最小? (A) O2 - (B) O22- (C) O2 + (D) O22+,B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q034\CMU_110_chem_q034_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,35,未分類,"35. 下面哪一個元素的熔點最小? (A) B (B) Ga (C) Al (D) K 36. 下面哪一個是逆磁物質(diamagnetic)? (A) [Mn(CN)6] 4- (B) [Co(CN)6]3- (C) [V(CN)6]3- (D) [Cr(CN)6]3- 37. 鉻(Cr)元素的電子組態為何? (A) [Ar] 4s13d5 (B) [Ar] 4s23d4 (C) [Ar] 4s23d5 (D) [Ar] 4s13d6 38. NaCl 和NaNO3的混合物中鈉的含量為34.5%,計算NaCl 在此混合物中的重量百分比(%)。 (A) 30.4% (B) 40.5% (C) 50.6% (D) 60.7% 39. 下列反應的主要產物為何? (A) (B) (C) (D) 40. 下列哪一個是掌性化合物? (A) (B) (C) (D) 41. 下列反應的試劑為何? (A) i. EtMgBr; ii. NaOH, H2O (B) i. EtMgBr; ii. LiAlH4; iii. H3O+ (C) i. EtMgBr; ii. H2O (D) i. EtMgBr; ii. CO2; iii H3O+",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q035\CMU_110_chem_q035_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,36,未分類,"36.4 J/mol∙K,計算A 的熔點。 (A) -242 °C (B) -31 °C (C) 31 °C (D) 242 °C 32. 將NH4NO3(s)置於一真空容器內,加熱使其進行分解反應如下: NH4NO3(s) N2O(g) + 2H2O(g) 此反應在500 °C 達平衡時,發現容器內氣體總壓力為2.25 大氣壓,計算其Kp。 (A) 45.6 (B) 5.06 (C) 2.25 (D) 1.69",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q036\CMU_110_chem_q036_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,37,未分類,37. 鉻(Cr)元素的電子組態為何? (A) [Ar] 4s13d5 (B) [Ar] 4s23d4 (C) [Ar] 4s23d5 (D) [Ar] 4s13d6,A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q037\CMU_110_chem_q037_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,38,未分類,"38. NaCl 和NaNO3的混合物中鈉的含量為34.5%,計算NaCl 在此混合物中的重量百分比(%)。 (A) 30.4% (B) 40.5% (C) 50.6% (D) 60.7%",D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q038\CMU_110_chem_q038_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,39,未分類,39. 下列反應的主要產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q039\CMU_110_chem_q039_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,40,未分類,40. 下列哪一個是掌性化合物? (A) (B) (C) (D),C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q040\CMU_110_chem_q040_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,41,未分類,"41. 下列反應的試劑為何? (A) i. EtMgBr; ii. NaOH, H2O (B) i. EtMgBr; ii. LiAlH4; iii. H3O+ (C) i. EtMgBr; ii. H2O (D) i. EtMgBr; ii. CO2; iii H3O+",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q041\CMU_110_chem_q041_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,42,未分類,42. 下列反應的主要產物為何? (A) (B) (C) (D),A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q042\CMU_110_chem_q042_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,43,未分類,43. 此硝基化反應的主要產物為何? (A) (B) (C) (D),D,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q043\CMU_110_chem_q043_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,44,未分類,44. 此溴化反應的主要產物為何? (A) (B) (C) (D),C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q044\CMU_110_chem_q044_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,45,未分類,45. 核糖體(ribosome)的組合為何? (A) 40%蛋白質和60% rRNA (B) 40%蛋白質和60% tRNA (C) 40%蛋白質和60% mRNA (D) 60%蛋白質和40% tRNA,C,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q045\CMU_110_chem_q045_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,46,未分類,46. 下列反應的主要產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q046\CMU_110_chem_q046_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,47,未分類,47. 下列反應的主要產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q047\CMU_110_chem_q047_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,48,未分類,48. 下列反應的主要產物為何? (A) (B) (C) (D),B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q048\CMU_110_chem_q048_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,49,未分類,"49. 化合物 在aldol 環化反應後,進行脫水反應會得下列哪一個產物? (A) (B) (C) (D)",A,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q049\CMU_110_chem_q049_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,110,化學,50,芳香族/有機反應,"50. Epoxy resin 是由哪兩個單體聚合而成的共聚合物(copolymer)? (A) bisphenol A 和ethylene glycol (B) bisphenol A 和dimethyl terephthalate (C) bisphenol A 和epichlorohydrin (D) bisphenol A 和1,4-diaminobenzene",B,官方參考答案,已查官方釋疑公告，無本題更正,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\110\chemistry\q050\CMU_110_chem_q050_full.png,,待複習,,中國醫110化學完整題圖；每題單張圖片包含題幹與所有選項。
