學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,108,化學,11,未分類,"11. 室溫下,0.0100 M 的NaCl 水溶液的滲透壓大約是多少torr? (A) 0.245 (B) 15.6 (C) 186 (D) 372 (E) 744",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q011\CMU_108_chem_q011_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,12,未分類,"12. 考量肼(hydrazin)的分解反應:N2H4(g) 2H2(g) + N2(g) 在某一溫度下,平衡常數 Kp = 2.5 × 103。在此溫度下,將純的氣體肼放入真空的容器裡。 當50.0%的肼分解時,系統達成平衡。此時,氫氣的分壓為多少? (A) 25 atm (B) 50 atm (C) 75 atm (D) 100 atm (E) 125 atm",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q012\CMU_108_chem_q012_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,13,酸鹼/溶液,"13. 0.1 M 醋酸鈉(CH3COONa)水溶液中,下列哪一個物種的濃度最低? (醋酸的酸解離常數 Ka = 1.8 × 10–5) (A) Na+ (B) CH3COO– (C) OH– (D) CH3COOH (E) H+",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q013\CMU_108_chem_q013_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,14,酸鹼/溶液,14. 下列哪一個反應不是酸鹼反應? (A) Cl2 + H2O  HCl + HOCl (B) BF3 + NH3  F3BNH3 (C) CaO +SiO2  CaSiO3 (D) PO43– + H2O  HPO42– + OH ̄ (E) Na2O + 2HCl  2NaCl + H2O,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q014\CMU_108_chem_q014_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,15,未分類,"15. 下列反應平衡後,氧化劑和還原劑之間有幾個電子轉移? SO32–(aq) + MnO4–(aq)  SO42–(aq) + Mn2+(aq) (A) 2 (B) 5 (C) 7 (D) 9 (E) 10",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q015\CMU_108_chem_q015_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,16,未分類,"16. 下列為一般汽車使用的鉛蓄電池的化學反應式,25 °C 時此反應的自由能變化G° =? Pb + PbO2 + 2HSO4– + 2H+  2PbSO4 + 2H2O E° = +2.04 V (A) –98 kJ (B) –197 kJ (C) –394 kJ (D) –591 kJ (E) –787 kJ",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q016\CMU_108_chem_q016_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,17,未分類,"17. 將一個 50.0 克重的某金屬樣品加熱至98.7 °C,然後放置於裝有395.0 克溫度為 22.5 °C 水的卡計中,最後水溫升至24.5 °C。此樣品為何種金屬?(水的比熱 C = 4.18 J/g°C) (A) 鉛 (C = 0.14 J/g°C) (B) 銅 (C = 0.20 J/g°C) (C) 銀 (C = 0.24 J/g°C) (D) 鐵 (C = 0.45 J/g°C) (E) 鋁 (C = 0.89 J/g°C)",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q017\CMU_108_chem_q017_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,18,未分類,18. 利用以下資料計算Mg(OH)2(s)的標準生成焓(standard enthalpy of formation) 2Mg(s) + O2(g)  2MgO(s) Ho = –1203.6 kJ Mg(OH)2(s)  MgO(s) + H2O(l) Ho = +37.1 kJ 2H2(g) + O2(g)  2H2O(l) Ho = –571.7 kJ (A) 924.7 kJ/mol (B) 869.1 kJ/mol (C) 850.6 kJ/mol (D) – 850.6 kJ/mol (E) – 924.7 kJ/mol,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q018\CMU_108_chem_q018_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,19,未分類,19. 光譜化學序列 (spectrochemical series)如下: I– < Br– < Cl– < F– < OH– < H2O < NH3 < en < NO2– < CN– 下列哪一個錯合物吸收的可見光的波長最短? (A) [Co(H2O)6]3+ (B) [CoI6]3– (C) [Co(OH)6]3– (D) [Co(NH3)6]3+ (E) [Co(en)3]3+,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q019\CMU_108_chem_q019_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,20,未分類,"20. 下列為化合物A 熔化過程的熱力學數據,化合物A 的熔點是攝氏幾度? A(s)  A(l) H° = 8.8 kJ/mol、S° = 36.4 J/mol•K (A) –228 (B) –31 (C) 31 (D) 242 (E) 304",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q020\CMU_108_chem_q020_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,21,未分類,"21. 90Sr 的半衰期是28.1 年,10.9 g 的90Sr 衰變成0.17 g 大約需要多少年? (A) 84 (B) 140 (C) 169 (D) 225 (E) 281",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q021\CMU_108_chem_q021_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,22,未分類,"22. 下列為室溫下氣體反應2NO + 2H2 → N2 + 2H2O 的起始反應速率的數據,何者為此反應 的速率常數值? [NO]0 (M) [H2]0 (M) 起始反應速率 (M/s) 0.16 0.32 0.0180 0.16 0.48 0.0270 0.32 0.32 0.0720 (A) 0.35 (B) 1.1 (C) 2.2 (D) 6.9 (E) 8.4",C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q022\CMU_108_chem_q022_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,23,酸鹼/溶液,"23. 下列五個錯合物中,幾個有幾何異構物? I. Pd(NH3)2Br2 II. [Co(NH3)3(H2O)3]Cl3 III. Cr(CO)5(PPh3) IV. Ni(NH3)4(NO2)2 V. K2[CoBr4] (A) 0 (B) 1 (C) 2 (D) 3 (E) 4",B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q023\CMU_108_chem_q023_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,24,未分類,"24. 鉬金屬的結晶屬於體心立方(body-centered cubic)系統,如果單位晶格(unit cell)的邊長是 300 pm,鉬原子的半徑是多少? (√2 = 1.414、√3 = 1.731) (A) 92 pm (B) 130 pm (C) 145 pm (D) 160 pm (E) 245 pm",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q024\CMU_108_chem_q024_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,25,酸鹼/溶液,25. 下列化合物中標示的質子酸性由低至高排列的順序何者正確? (A) HC < HB < HA < HD (B) HA < HB < HD < HC (C) HD < HA < HC < HB (D) HC < HB < HD < HA (E) HA < HB < HC < HD,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q025\CMU_108_chem_q025_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,26,未分類,26. 下列化合物何者與水發生反應時速率最快? (A) CH3CH2CH2Cl (B) CH3CHClCH3 (C) (CH3)2CHCH2Cl (D) (CH3)3CCl (E) CH3CH2CH2CH2Cl,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q026\CMU_108_chem_q026_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,27,酸鹼/溶液,"27. DNA 雙股螺旋結構中,氫鍵在哪兩個鹼基之間發生? (A) 腺膘呤(adenine)和胸腺嘧啶(thymine) (B) 胸腺嘧啶和鳥糞膘呤(guanine) (C) 腺膘呤和鳥糞膘呤 (D) 胞嘧啶(cytosine)和胸腺嘧啶 (E) 腺膘呤和胞嘧啶",D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q027\CMU_108_chem_q027_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,28,未分類,28. 下列化合物中碳氧鍵的鍵長排列何者正確? (A) CH3OH < CH2O < CHO2 (B) CH2O < CH3OH < CHO2 (C) CHO2 < CH3OH < CH2O (D) CH2O < CHO2 < CH3OH (E) CHO2 < CH2O < CH3OH,B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q028\CMU_108_chem_q028_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,29,未分類,29. 下列何種光譜法是利用原子間的振動來鑑定有機化合物? (A) 紅外光光譜法 (B) 核磁共振光譜法 (C) 紫外光光譜法 (D) X-光繞射法 (E) 可見光光譜法,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q029\CMU_108_chem_q029_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,30,未分類,30. 下列C6H10 異構物中何者最不穩定? (A) (B) (C) (D) (E),C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q030\CMU_108_chem_q030_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,31,未分類,31. 下列何者為掌性化合物? (A) (B) (C) (D) (E),B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q031\CMU_108_chem_q031_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,32,未分類,"32. 下列二甲基環己烷化合物在最穩定的椅型結構中,何者的兩個甲基皆位於赤道位 (equatorial position)? (A) (B) (C) (D) (E)",A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q032\CMU_108_chem_q032_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,33,未分類,33. 右方反應的主要產物A 結構為何? (A) (B) (C) (D) (E),A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q033\CMU_108_chem_q033_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,34,未分類,34. 右方反應的主要產物B 結構為何? (A) (B) (C) (D) (E),C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q034\CMU_108_chem_q034_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,35,未分類,35. 右方反應的主要產物C 結構為何? (A) (B) (C) (D) (E),A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q035\CMU_108_chem_q035_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,36,未分類,36. 非環狀化合物C5H10 有多少個異構物? (A) 3 (B) 4 (C) 5 (D) 6 (E) 7,E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q036\CMU_108_chem_q036_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,37,未分類,37. 右方反應的主要產物D 結構為何? (A) (B) (C) (D) (E),D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q037\CMU_108_chem_q037_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,38,未分類,38. 右方反應的主要產物E 結構為何? (A) (B) (C) (D) (E),B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q038\CMU_108_chem_q038_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,39,未分類,39. 下列反應式何者有誤? (A) (B) (C) (D) (E),A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q039\CMU_108_chem_q039_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,40,未分類,40. 下列化學反應中化合物I 到V 何者有誤? (A) (B) (C) (D) (E),A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q040\CMU_108_chem_q040_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,41,芳香族/有機反應,"41. 下列化合物何者為2,3,7,8-tetrachloro-dibenzo-p-dioxin? (A) (B) (C) (D) (E)",E,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q041\CMU_108_chem_q041_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,42,未分類,42. 下列的敘述何者有誤? (A) 與 是結構異構物 (B) 與2–甲基–3–戊酮是結構異構物 (C) 與2–戊醇是結構異構物 (D) 與2–丁烯–1–醛是結構異構物 (E) 三甲胺與1–丙胺是結構異構物,C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q042\CMU_108_chem_q042_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,43,未分類,43. 下列雙醣化合物水解後何者可得到同一單醣化合物? (A) (B) (C) (D) (E),D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q043\CMU_108_chem_q043_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,44,未分類,44. 下列化合物沸點由低至高排列 (A) I < II < III < IV (B) III < I < IV < II (C) II < IV < III < I (D) II < I < IV < III (E) I < IV < II < III,D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q044\CMU_108_chem_q044_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,45,芳香族/有機反應,45. 下列化合物何者不具芳香性(aromaticity)? (A) (B) (C) (D) (E),A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q045\CMU_108_chem_q045_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,46,未分類,46. 下列[4+2]環加成反應形成的主要產物何者有誤? (A) (B) (C) (D) (E),B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q046\CMU_108_chem_q046_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,47,酸鹼/溶液,47. 下列胺類化合物鹼度由低至高排列 (A) I < II < III (B) I < III < II (C) III < I < II (D) II < III < I (E) III < II < I,A,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q047\CMU_108_chem_q047_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,48,未分類,48. 下列關於2–丁炔的反應何者正確? (A) (B) (C) (D) (E),B,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q048\CMU_108_chem_q048_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,49,未分類,49. 下列反應式何者有誤? (A) (B) (C) (D) (E),C,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q049\CMU_108_chem_q049_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,108,化學,50,未分類,50. 下列反應式何者有誤? (A) (B) (C) (D) (E),D,官方參考答案,未找到官方釋疑公告,未查；官方資料足夠時不需交叉確認,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\108\chemistry\q050\CMU_108_chem_q050_full.png,,待複習,,中國醫108化學完整題圖；每題單張圖片包含題幹與所有選項。
