學校,年度,科目,題號,單元,題型,答案,答案來源,釋疑校對,阿摩校對,詳解,題目圖,詳解連結,狀態,錯因,備註
中國醫藥大學,106,化學,11,酸鹼/溶液,"11. 下列反應何者產物不是酸? 1. O3 1. O3 (A) (B) (C) 2. HOAc 2. H2O2 O OH (D) 1. I2, NaOH (E) NaIO4 2. H3O+ OH",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q011\CMU_106_chem_q011_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,12,酸鹼/溶液,12. 將以下二酸化合物加熱後最終產物為何? O OH 300 oC HO  O O O (A) (B) (C) HO OH HO O O O O (D) (E),待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q012\CMU_106_chem_q012_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,13,酸鹼/溶液,"13. 以下烯炔化合物利用Grubbs 試劑進行複分解反應(metathesis),得到的產物為何? PCy3 Cl Ru Ph Ph Cl Ph PCy3 O Ph Ph Ph Ph Ph Ph Ph Ph Ph Ph (A) O (B) O (C) O (D) O (E) O",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q013\CMU_106_chem_q013_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,14,酸鹼/溶液,"14. 將2.43 克的鎂與50.0 毫升的3.0 M 鹽酸作用後,所產生的氫氣重量是多少?(H = 1.0 g/mol; Mg = 24.3 g/mol) (A) 0.075 克 (B) 0.100 克 (C) 0.150 克 (D) 0.200 克 (E) 0.300 克",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q014\CMU_106_chem_q014_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,15,酸鹼/溶液,"15. 於含有醋酸銀固體的飽和醋酸銀水溶液中加入氨(NH3)或是硝酸(HNO3),對醋酸銀溶解度 的影響,下列敘述何者正確? (醋酸銀Ksp = 1.9  10–3) (A) 二者均會減少溶解度 (B) 氨會增加溶解度;硝酸會減少溶解度 (C) 氨會增加溶解度;硝酸不影響 (D) 氨會減少溶解度;硝酸會增加溶解度 (E) 二者均會增加溶解度",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q015\CMU_106_chem_q015_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,16,未分類,"16. 下列反應中A–A 鍵能為A–B 鍵能的一半,已知B–B 的鍵能為419 kJ/mol,請問A–A 的 鍵能為多少? A2 + B2  2AB H = –415 kJ (A) –415 kJ/mol (B) 208 kJ/mol (C) 278 kJ/mol (D) 627 kJ/mol (E) 834 kJ/mol",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q016\CMU_106_chem_q016_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,17,未分類,"17. 下列五種化合物中,偶極矩(dipole moment)為零的有多少個? BH3 NO2 SF6 XeF6 PCl5 (A) 1 (B) 2 (C) 3 (D) 4 (E) 5",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q017\CMU_106_chem_q017_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,18,未分類,"18. 下列關於碳六十(C60)的敘述何者錯誤? (A) 又可稱[60]富烯([60]fullerene) (B) 為一種碳的同素異形體(allotrope) (C) 所有碳均為sp2 混成軌域 (D) 在碳核磁共振光譜中只有一種訊號 (E) 為球狀分子,且由20 個五員環及12 個六員環所構成",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q018\CMU_106_chem_q018_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,19,未分類,19. 請問N2 與N2O 的逸散(effusion)速率比值(N2/N2O)為何?(N2 = 28 g/mol; N2O = 44 g/mol) (A) 0.64 (B) 0.80 (C) 1.25 (D) 1.57 (E) 1.61,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q019\CMU_106_chem_q019_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,20,芳香族/有機反應,"20. 有一苯及甲苯的混合溶液,在其溶液上的蒸氣中發現苯的莫耳分率為0.600,請問甲苯在 溶液中的莫耳分率為何?(純苯的蒸氣壓為750 torr;甲苯的蒸氣壓為300 torr) (A) 0.286 (B) 0.375 (C) 0.400 (D) 0.600 (E) 0.625",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q020\CMU_106_chem_q020_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,21,未分類,"21. 下列平衡反應在640 K 下的平衡常數Kp = 2.3  106,請問在同樣溫度下此反應的平衡常數 Kc 為多少? H2(g) + O2(g) H2O2(g) (A) 3.1  104 (B) 4.4  104 (C) 2.3  106 (D) 1.2  108 (E) 1.7  108",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q021\CMU_106_chem_q021_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,22,酸鹼/溶液,"22. 下列五種化合物之0.10 M 水溶液,其pH 值由低到高的順序,下列何者正確? NaF NaC2H3O2 C5H5NHCl KOH HCN (HCN: Ka = 6.2 × 10–10; HF: Ka = 7.2 × 10–4; HC2H3O2: Ka = 1.8 × 10–5; C5H5N: Kb = 1.7 × 10–9) (A) C5H5NHCl < HCN < NaC2H3O2 < NaF < KOH (B) C5H5NHCl < HCN < NaF < NaC2H3O2 < KOH (C) KOH < NaC2H3O2 < NaF < HCN < C5H5NHCl (D) HCN < C5H5NHCl < NaF < NaC2H3O2 < KOH (E) NaF < NaC2H3O2 < HCN < C5H5NHCl < KOH",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q022\CMU_106_chem_q022_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,23,未分類,23. 下列反應所生成的產物其順式與反式的比例為何? [Co(NH3)5Cl]2+ + Cl– → [Co(NH3)4Cl2]+ + NH3 (A) 1:1 (B) 1:2 (C) 1:4 (D) 2:1 (E) 4:1,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q023\CMU_106_chem_q023_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,24,未分類,"24. 反應A  B + C 為零級反應,在25°C下此反應的速率常數為4.8  10–2 mol/L・s。假設A 的初始濃度為2.2 M,請問反應6 秒後B 的濃度是多少? (A) 4.8  10–2 M (B) 1.1  10–1 M (C) 2.9  10–1 M (D) 6.4  10–1 M (E) 2.2 M",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q024\CMU_106_chem_q024_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,25,酸鹼/溶液,"25. 某弱酸HA 於27°C下,在水中解離反應的H 及S 分別為 –8.0 kJ/mol 及 –70 J・K/mol, 請問此反應的G 為多少? (A) –29 kJ/mol (B) –13 kJ/mol (C) –6.1 kJ/mol (D) +13 kJ/mol (E) +29 kJ/mol",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q025\CMU_106_chem_q025_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,26,未分類,"26. 根據下列各反應式,何者為最強的還原劑? Cl2 + 2e–  2Cl ー E ̊= 1.36 V Mg2+ + 2e–  Mg E ̊= –2.37 V 2H+ + 2e–  H2 E ̊= 0.00 V (A) Mg (B) Mg2+ (C) H2 (D) Cl2 (E) Cl ー",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q026\CMU_106_chem_q026_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,27,未分類,"27. 考慮O2 與NO 的分子軌域能階圖,下列敘述何者正確? I. 兩者皆具有順磁性(paramagnetic) II. O2 的化學鍵強度大於NO 的化學鍵強度 III. NO 為同核雙原子分子 IV. NO 的電子游離能小於NO+的電子游離能 (A) 僅I正確 (B) I與II正確 (C) I與IV正確 (D) II與III正確 (E) 僅IV正確",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q027\CMU_106_chem_q027_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,28,酸鹼/溶液,"28. 薄層層析法(thin-layer chromatography, TLC)是經常用於分辨溶液中含有多少種溶質的物質 分離方法。下列為對薄層層析法的敘述,何者錯誤? (A) 在展開過程中(development),展開槽內的溶劑稱為移動相(mobile phase) (B) 將樣品點到TLC 片上時,樣品點大一點比較容易觀察 (C) TLC 片上所塗佈的白色粉末稱為靜相(stationary phase) (D) 不可用手觸摸TLC 片表面,且在其表面做記號時應使用鉛筆 (E) 點樣品時,樣品點的大小必須愈小且濃度不能太稀",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q028\CMU_106_chem_q028_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,29,未分類,"29. Ni2+ 錯化合物為八面體結構,下列敘述何者正確? (A) 其強場(strong field)與弱場(weak field)錯化合物皆為逆磁性(diamagnetic) (B) 強場錯化合物為逆磁性,弱場錯化合物為順磁性 (C) 強場錯化合物為順磁性,弱場錯化合物為逆磁性 (D) 其強場與弱場錯化合物皆為順磁性 (E) 其強場與弱場錯化合物皆不具順磁性及逆磁性",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q029\CMU_106_chem_q029_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,30,未分類,"30. 有兩個測量結果所得到的數值分別為23.68 與4.12。請問這兩個數值相加時,所得的結果 應有幾位有效位數(significant figures)?又相乘時所得結果應有幾位有效位數?(相加有效 位數放在前面;相乘放在後面) (A) 3;3 (B) 4;4 (C) 3;4 (D) 4;3 (E) 5;3",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q030\CMU_106_chem_q030_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,31,未分類,"31. 下列分子中,共有幾個分子其所有組成的原子皆在同一平面? H2C=CH2 F2O H2CO NH3 CO2 BeCl2 (A) 2 (B) 3 (C) 4 (D) 5 (E) 6",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q031\CMU_106_chem_q031_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,32,酸鹼/溶液,"32. 硝酸(nitric acid)做為原料,可生產很多的化合物如染料(dye)及肥料(fertilizer),其中第一步 反應為氨(ammonia)的氧化反應如下:4NH3(g)+5O2(g)→4NO(g)+6H2O(g),請計算此反應的標 準焓(H ̊rxn) (standard enthalpy of reaction)是多少?[其中NO(g) ( H ̊f =90 kJ/mol), O2(g) ( H ̊f =0 kJ/mol),H2O(g) ( H ̊f =–242 kJ/mol),NH3(g) ( H ̊f =–46 kJ/mol)] (A) –1192 kJ (B) –908 kJ (C) –106 kJ (D) +184 kJ (E) +378 kJ",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q032\CMU_106_chem_q032_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,33,未分類,"33. 某分子基態(ground state)的電子組態為(2s)2(2s*)2(2py)1(2px)1,請問此分子為下列何者? (A) Li2+ (B) C2 (C) Be2 (D) B2 (E) N2",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q033\CMU_106_chem_q033_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,34,未分類,"34. 由已知下列兩個反應式 Cu2O(S) + 1⁄ O2(g) → 2CuO(S) H ̊=–144 kJ 2 Cu2O(S) → Cu(S) + CuO(S) H ̊=+11 kJ 請計算CuO(s)生成的標準焓(standard enthalpy of formation, H ̊f)是多少? (A) –166 kJ (B) –155 kJ (C) –133 kJ (D) +155 kJ (E) +299 kJ",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q034\CMU_106_chem_q034_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,35,未分類,"35. 下列化學反應達到平衡後,若降低此系統之壓力,系統將如何變化? 4NH3(g) + 5O2(g) 4NO(g) + 6H2O(g) (A) 水蒸氣將變成液態水 (B) 更多的NO 分子生成 (C) 更多的氧氣分子生成 (D) 不會有任何變化 (E) 更多的NH3 分子生成",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q035\CMU_106_chem_q035_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,36,未分類,36. 下列何者最難生成格里納試劑(Grignard reagent)? (A) (B) (C) Cl (D) I (E) Br F Br,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q036\CMU_106_chem_q036_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,37,未分類,"37. 下列哪個取代基鍵結在環己烷環(cyclohexane ring)上,可被命名為 ""cyclohexyl alkane""? (A) tert-butyl (B) 2-methylpentyl (C) cyclopentyl (D) octyl (E) hexyl",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q037\CMU_106_chem_q037_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,38,酸鹼/溶液,38. 萘(naphthalene)的溴化反應會有幾種單取代產物? (A) 2 (B) 3 (C) 4 (D) 6 (E) 8,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q038\CMU_106_chem_q038_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,39,未分類,"39. 四種化合物分別為KNO3、CH3OH、C2H6 及Ne,其沸點由低到高的順序,下列何者正確? (A) C2H6 < Ne < CH3OH < KNO3 (B) KNO3 < CH3OH < C2H6 < Ne (C) Ne < CH3OH < C2H6 < KNO3 (D) Ne < C2H6 < CH3OH < KNO3 (E) Ne < C2H6 < KNO3 < CH3OH",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q039\CMU_106_chem_q039_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,40,未分類,"40. NCO ー離子(cyanate ion)之路易士結構式(Lewis structure)為 ,請問其中N 的 formal charge 及oxidation number 各為多少?(formal charge 放在前面;oxidation number 放 在後面) (A) 1;0 (B) –1;1 (C) –2;–3 (D) –1;–2 (E) +1;–2",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q040\CMU_106_chem_q040_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,41,未分類,41. 下列何種原因造成過渡金屬錯化合物具有顏色? (A) 彎曲形式震動(bending vibrations) (B) d 軌域間的電子躍遷 (C) p 軌域間的電子躍遷 (D) 伸張形式震動(stretching vibrations) (E) s 軌域間之電子躍遷,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q041\CMU_106_chem_q041_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,42,未分類,"42. 當有機分子以紫外光照射(ultraviolet radiation)吸收能量後,下列敘述何者正確? I.可增加官能基的分子運動(molecular motions) II.可將電子從一分子軌域激發至另一分子軌域 III.可翻轉(flip)原子核的自旋 IV.可將一分子的電子轉換(strip)形成自由基陽離子(radical cation) (A) I與III正確 (B) II與III正確 (C) 僅II正確 (D) 僅III正確 (E) 僅IV正確",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q042\CMU_106_chem_q042_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,43,酸鹼/溶液,"43. 羧酸衍生物(carboxylic acid derivatives)進行親核醯基取代反應(nucleophilic acyl substitution), 其反應性由高到低的順序,下列何者正確? (A) I>II>III>IV (B) I>III>IV>II (C) II>IV>III>I (D) II>I>III>IV (E) I>IV>II>III",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q043\CMU_106_chem_q043_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,44,未分類,"44. 下列哪一個烷烴(alkanes)具有最高的沸點? (A) heptane (B) 2-methylhexane (C) 2,3-dimethylpentane (D) 2,2,3-trimethylbutane (E) 全部皆有相同的分子量,所以具有非常相近的沸點",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q044\CMU_106_chem_q044_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,45,未分類,"45. 下表為各種不同化合物之紫外光/可見光光譜的最大吸收波長(λmax),何種化合物為黃色? 化合物 I II III IV V λmax (nm) 165 305 440 650 790 (A) I (B) II (C) III (D) IV (E) V",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q045\CMU_106_chem_q045_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,46,未分類,46. 下列哪一個分子以共振型式(resonance form)之路易士結構式(Lewis structure)表示為最佳? (A) CH4 (B) O3 (C) NH4+ (D) HCN (E) CO2,待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q046\CMU_106_chem_q046_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
中國醫藥大學,106,化學,47,未分類,"47. 有一化合物紅外線光譜圖如下,可知此化合物含有下列何種官能基? (A) carboxylic acid (B) aldehyde (C) halide (D) alcohol (E) nitrile",待查,未找到官方參考答案,未找到官方釋疑公告,未查；缺官方參考答案,待補充,E:\我的雲端硬碟\codex\後中醫\化學\questions\images\CMU\106\chemistry\q047\CMU_106_chem_q047_full.png,,待複習,,中國醫106化學完整題圖；每題單張圖片包含題幹與所有選項。
